wpc_extenditem_sid,class,remark01,remark02,remark03,remark04,remark05,remark06,remark07,remark08,remark09,remark10,userid,updatetime,tag,
	200812021354528618,	JCODE,	PSE,	PLASMA,	0.0000,	0.0000,	0.0000,	Plasma System Error,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:52,	3,
	200812021354548669,	JCODE,	QP,	PLASMA,	0.0000,	0.0000,	0.0000,	QUARTERLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:54,	3,
	200812021354588844,	JCODE,	SP,	PLASMA,	0.0000,	3.0000,	0.0000,	SEMI-ANNUALLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:58,	3,
	200812021355049079,	JCODE,	VCE,	PLASMA,	0.0000,	0.0000,	0.0000,	Vaccum Error,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:55:04,	3,
	200812021355069119,	JCODE,	VTE,	PLASMA,	0.0000,	0.0000,	0.0000,	Vent Error,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:55:06,	3,
	200903021141016449,	JCODE,	C1,	PLASMA,	,	0.0000,	5.0000,	OPERATOR CAUSE(人員錯誤),	END-REPAIR,	,	,	,	Loader,	2009/03/02 11:41:01,	0,
	200903021141026450,	JCODE,	CK,	PLASMA,	,	0.0000,	5,	CHANGE KIT(改機),	BGN-SETUP,	,	,	,	EES01,	2013/04/29 14:55:58,	226993949,
	200903021141036451,	JCODE,	DE,	PLASMA,	,	0.0000,	5.0000,	DELECT ERROR(偵測錯誤),	END-REPAIR,	,	,	,	Loader,	2009/03/02 11:41:03,	0,
	200903021141046452,	JCODE,	IE,	PLASMA,	,	0.0000,	5.0000,	INDEXING ERROR(傳送不順),	END-REPAIR,	,	,	,	Loader,	2009/03/02 11:41:04,	0,
	200903051334107422,	JCODE,	WP,	PLASMA,	,	0.0000,	0,	Weekly PM,	BGN-PM,	,	,	,	EES01,	2009/03/05 13:34:54,	1,
	201003011629289361,	JCODE,	AP,	PLASMA,	,	8.0000,	0,	ANNUALLY PM,	BGN-PM,	,	,	,	EES01,	2010/03/01 16:30:27,	1,
	201105311007516475,	JCODE,	CGS,	PLASMA,	,	0.0000,	5,	Change gas,	BGN-SETUP,	,	,	,	EES01,	2011/05/31 10:08:36,	1,
	201105311008526832,	JCODE,	ADI,	PLASMA,	,	0.0000,	5,	Add DI water,	BGN-SETUP,	,	,	,	EES01,	2011/05/31 10:09:33,	1,
	201105311010067386,	JCODE,	OIL,	PLASMA,	,	0.0000,	5,	Add pump oil,	BGN-SETUP,	,	,	,	EES01,	2011/05/31 10:10:52,	1,
	201105311013098322,	JCODE,	INM,	PLASMA,	,	0.0000,	0,	入料區異常,	END-REPAIR,	,	,	,	EES01,	2011/05/31 10:13:44,	1,
	201105311013598597,	JCODE,	OTM,	PLASMA,	,	0.0000,	0,	出料區異常,	END-REPAIR,	,	,	,	EES01,	2011/05/31 10:14:37,	1,
	201209211136174751,	JCODE,	INC,	PLASMA,	,	0.0000,	0,	Input  cylinder abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:37:11,	1,
	201209211137225151,	JCODE,	INP,	PLASMA,	,	0.0000,	0,	Input position abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:37:44,	1,
	201209211137555462,	JCODE,	INS,	PLASMA,	,	0.0000,	0,	Input sensor abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:38:18,	1,
	201209211138275805,	JCODE,	OTC,	PLASMA,	,	0.0000,	0,	Output  cylinder abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:38:53,	1,
	201209211139026045,	JCODE,	OTP,	PLASMA,	,	0.0000,	0,	Output position abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:39:27,	1,
	201209211139366270,	JCODE,	OTS,	PLASMA,	,	0.0000,	0,	Output sensor abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:39:57,	1,
	201209211140046439,	JCODE,	LDM,	PLASMA,	,	0.0000,	0,	Load mechanism abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:40:29,	1,
	201209211140376671,	JCODE,	LDC,	PLASMA,	,	0.0000,	0,	Load cylinder abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:40:58,	1,
	201209211141086969,	JCODE,	LDP,	PLASMA,	,	0.0000,	0,	Load position abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:41:29,	1,
	201209211141387174,	JCODE,	LDS,	PLASMA,	,	0.0000,	0,	Load sensor abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:42:03,	1,
	201209211142117486,	JCODE,	UDM,	PLASMA,	,	0.0000,	0,	Unload mechanism abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:42:33,	1,
	201209211142437725,	JCODE,	UDC,	PLASMA,	,	0.0000,	0,	Unload cylinder abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:43:04,	1,
	201209211143147972,	JCODE,	UDP,	PLASMA,	,	0.0000,	0,	Unload position abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:43:35,	1,
	201209211143468170,	JCODE,	UDS,	PLASMA,	,	0.0000,	0,	Unload sensor abnormal,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:44:06,	1,
	201209211144158556,	JCODE,	OPF,	PLASMA,	,	0.0000,	0,	Origin product fail,	END-REPAIR,	,	,	,	EES01,	2012/09/21 11:44:47,	1,
	201508041450258064,	JCODE,	CPR,	PLASMA,	,	0.0000,	0,	Change Parameter,	BGN-SETUP,	,	,	,	S6496,	2015/08/04 14:51:07,	1,
	201504231633212411,	JCODE,	DLF,	PLASMA,	,	0.0000,	0,	Dummy L/F  空導線架,	BGN-SETUP,	,	,	,	S6496,	2015/04/23 16:35:06,	1,
	201512151412496326,	JCODE,	PSP,	PLASMA,	,	2.0,	5,	WB plasma setting program,	BGN-SETUP,	,	,	,	13898,	2015/12/15 14:14:45,	514752473,
	201512151416338965,	JCODE,	PEP,	PLASMA,	,	2.0,	5,	Plasma Epdit new program,	BGN-SETUP,	,	,	,	13898,	2015/12/15 14:17:13,	1,
	201705241407489485,	JCODE,	ITW,	PLASMA,	,	0.0,	0,	Instruction Transmit Wrong(指令傳送異常),	END-REPAIR,	,	,	,	13898,	2017/05/24 14:08:46,	1,
	201708281813290731,	JCODE,	OC,	PLASMA,	,	0.166,	9,	OP Check,	BGN-SETUP,	,	,	,	21327,	2017/08/28 18:14:15,	1,
	201709111637471961,	JCODE,	IP,	PLASMA,	,	0.0,	0,	Inspect Product,	END-REPAIR,	,	,	,	13898,	2017/09/11 16:38:14,	1,
	201903121115539356,	JCODE,	PLCK,	PLASMA,	,	0.0,	5,	Plasma Change Kit(電漿改機),	BGN-SETUP,	,	,	,	13898,	2019/03/12 11:16:45,	1,
	202008271450125299,	JCODE,	6S,	PLP,	,	0.2,	5,	6s check & clean,	BGN-SETUP,	,	,	,	25267,	2020/08/27 14:50:45,	1,
	200812021354337790,	JCODE,	BTF,	PMC,	0.0000,	0.0000,	0.0000,	Blower Timer Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:33,	3,
	200812021354347830,	JCODE,	CBF,	PMC,	0.0000,	0.0000,	0.0000,	Circuit Board Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:34,	3,
	200812021354428176,	JCODE,	HF,	PMC,	0.0000,	0.0000,	0.0000,	Heater Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:42,	3,
	200812021354478393,	JCODE,	MDF,	PMC,	0.0000,	0.0000,	0.0000,	Magnetic Door Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:47,	3,
	200812021354488411,	JCODE,	MOL,	PMC,	0.0000,	0.0000,	0.0000,	Motor Over Load,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:48,	3,
	200812021354488428,	JCODE,	MP,	PMC,	0.0000,	1.0000,	0.0000,	MONTHLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:48,	3,
	200812021354508528,	JCODE,	OTP,	PMC,	0.0000,	0.0000,	0.0000,	Over Temp. Protector Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:50,	3,
	200812021354548670,	JCODE,	QP,	PMC,	0.0000,	2.0000,	0.0000,	QUARTERLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:54,	3,
	200812021354578797,	JCODE,	SC,	PMC,	0.0000,	4.0000,	5,	OL check temperature,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:35:34,	227001599,
	200812021354588845,	JCODE,	SP,	PMC,	0.0000,	0.5000,	5,	Setup temp.controller parame,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:35:40,	227001618,
	200812021354598866,	JCODE,	ST,	PMC,	0.0000,	1.0000,	5,	Adjust oven temperature,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:35:45,	227001629,
	200812021354598896,	JCODE,	TCF,	PMC,	0.0000,	0.0000,	0.0000,	Timer Controller Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:59,	3,
	200812021355018955,	JCODE,	TPC,	PMC,	0.0000,	0.0000,	0.0000,	Temp. Controller Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:55:01,	3,
	200812021355018975,	JCODE,	TRF,	PMC,	0.0000,	0.0000,	0.0000,	Temp. Recorder Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:55:01,	3,
	200812021355018980,	JCODE,	TS,	PMC,	0.0000,	3.0000,	5,	New Temp. Setup,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:35:51,	227001645,
	200812021355018985,	JCODE,	TSF,	PMC,	0.0000,	0.0000,	0.0000,	Temp. Sensor Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:55:01,	3,
	200812021355049104,	JCODE,	VS,	PMC,	0.0000,	3.0000,	5,	Vendor Service,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:35:56,	227001668,
	200812021355049115,	JCODE,	VSR,	PMC,	0.0000,	0.0000,	5,	Vender service,	BGN-SETUP,	,	,	,	EES01,	2013/04/29 15:36:02,	227001691,
	201408261534245683,	JCODE,	WP,	PMC,	,	0.0000,	0,	WEEKLY PM,	BGN-PM,	,	,	,	EES01,	2014/08/26 15:38:54,	1,
	201510050955487146,	JCODE,	AP,	PMC,	,	0.0000,	0,	Annual PM,	BGN-PM,	,	,	,	S6496,	2015/10/05 09:56:22,	1,
	201412021619356742,	JCODE,	EI,	PMC,	,	0.0000,	0,	EE inspection,	BGN-SETUP,	,	,	,	S6496,	2014/12/02 16:19:50,	1,
	201604281429538842,	JCODE,	CMP,	PMC,	,	0.0000,	0,	Clean machine,	BGN-SETUP,	,	,	,	S6496,	2016/04/28 14:31:42,	1,
	201608101054367893,	JCODE,	SN2,	PMC,	,	0.0000,	0,	Setup N2,	BGN-SETUP,	,	,	,	S6496,	2016/08/10 13:45:30,	587967064,
	201607071654241580,	JCODE,	WP,	PMT,	,	0.0000,	0,	Weekly(週保),	BGN-PM,	,	,	,	S6496,	2016/07/07 16:55:11,	1,
	201607071655292468,	JCODE,	MP,	PMT,	,	0.0000,	0,	Monthly(月保),	BGN-PM,	,	,	,	S6496,	2016/07/07 16:55:47,	1,
	201607071655592805,	JCODE,	QP,	PMT,	,	0.0000,	0,	Quarterly (季保養),	BGN-PM,	,	,	,	S6496,	2016/07/07 16:56:17,	1,
	201607071656383237,	JCODE,	CCK,	PMT,	,	0.0000,	0,	Change Convertion Kits,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 16:59:07,	576856886,
	201607071659404937,	JCODE,	CF,	PMT,	,	0.0000,	0,	Change Film,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:00:06,	1,
	201607071700205310,	JCODE,	DLF,	PMT,	,	0.0000,	0,	Dummy L/F,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:00:41,	1,
	201607071700475639,	JCODE,	DC,	PMT,	,	0.0000,	0,	Dummy check,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:01:18,	1,
	201607071701266176,	JCODE,	WPH,	PMT,	,	0.0000,	0,	Wait Perhater Temp,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:01:44,	1,
	201607071701536479,	JCODE,	VSR,	PMT,	,	0.0000,	0,	Veneder Service,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:02:24,	1,
	201607071702356874,	JCODE,	EI,	PMT,	,	0.0000,	0,	Engineer Inspec·tion,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:03:34,	1,
	201607071703467571,	JCODE,	CB,	PMT,	,	0.0000,	0,	Change Blade,	BGN-SETUP,	,	,	,	S6496,	2016/07/07 17:04:06,	1,
	201607071704377999,	JCODE,	FCM,	PMT,	,	0.0000,	0,	Frame  Charger Mechanism,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:05:04,	1,
	201607071705158278,	JCODE,	FCS,	PMT,	,	0.0000,	0,	Frame  Charger sensor,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:05:31,	1,
	201607071705418525,	JCODE,	FCV,	PMT,	,	0.0000,	0,	Frame  Charger Vacuum,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:05:59,	1,
	201607071706128869,	JCODE,	FCE,	PMT,	,	0.0000,	0,	Frame  Charger Electronic,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:06:28,	1,
	201607071706389289,	JCODE,	FCP,	PMT,	,	0.0000,	0,	Frame  Charger Position,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:06:53,	1,
	201607071708120298,	JCODE,	LDM,	PMT,	,	0.0000,	0,	P&P1 Mechanism,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:08:29,	1,
	201607071710171689,	JCODE,	LDS,	PMT,	,	0.0000,	0,	P&P1 sensor,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:10:38,	1,
	201607071710431916,	JCODE,	LDV,	PMT,	,	0.0000,	0,	P&P1 Vacuum,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:11:09,	1,
	201607071711192299,	JCODE,	LDE,	PMT,	,	0.0000,	0,	P&P1 Electronic,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:11:34,	1,
	201607071716256215,	JCODE,	LDP,	PMT,	,	0.0000,	0,	P&P1 Position,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:16:44,	1,
	201607071716566577,	JCODE,	PHM,	PMT,	,	0.0000,	0,	Preheater Mechanism,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:27:59,	1,
	201607071728142938,	JCODE,	PHS,	PMT,	,	0.0000,	0,	Preheater Sensor,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:28:40,	1,
	201607071728553345,	JCODE,	PHE,	PMT,	,	0.0000,	0,	Preheater Electronic,	END-REPAIR,	,	,	,	S6496,	2016/07/07 17:29:15,	1,
	201607111519273085,	JCODE,	PHP,	PMT,	,	0.0000,	0,	Preheater Position,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:19:41,	1,
	201607111518262425,	JCODE,	PTC,	PMT,	,	0.0,	5,	Particle Error,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:20:17,	1,
	201607111520143880,	JCODE,	UDM,	PMT,	,	0.0000,	0,	P&P2 Mechanism,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:20:29,	1,
	201607111520374268,	JCODE,	UDS,	PMT,	,	0.0000,	0,	P&P2 sensor,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:20:50,	1,
	201607111520334244,	JCODE,	PDF,	PMT,	,	0.0,	5,	Products fail,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:20:55,	1,
	201607111520584549,	JCODE,	UDV,	PMT,	,	0.0000,	0,	P&P2 Vacuum,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:21:18,	1,
	201607111521264970,	JCODE,	UDE,	PMT,	,	0.0000,	0,	P&P2 Electronic,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:21:42,	1,
	201607111521274985,	JCODE,	OP,	PMT,	,	0.0,	5,	Operator,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:21:51,	1,
	201607111521505304,	JCODE,	UDP,	PMT,	,	0.0000,	0,	P&P2 Position,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:22:04,	1,
	201607111522045450,	JCODE,	OPF,	PMT,	,	0.0,	5,	Origin Product fail,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:22:26,	1,
	201607111522145571,	JCODE,	FSM,	PMT,	,	0.0000,	0,	Frame Storage Mechanism,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:22:33,	1,
	201607111522445907,	JCODE,	FSS,	PMT,	,	0.0000,	0,	Frame Storage sensor,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:22:59,	1,
	201607111522465939,	JCODE,	PRM,	PMT,	,	0.0,	5,	Press Mechanism,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:23:04,	1,
	201607111523116287,	JCODE,	FSV,	PMT,	,	0.0000,	0,	Frame Storage Vacuum,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:23:25,	1,
	201607111523166320,	JCODE,	SST,	PMT,	,	0.0,	5,	System Error,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:23:34,	1,
	201607111523336448,	JCODE,	FSE,	PMT,	,	0.0000,	0,	Frame Storage Electronic,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:23:46,	1,
	201607111523486603,	JCODE,	VT,	PMT,	,	0.0,	5,	Vacuum table,	END-REPAIR,	,	,	,	13898,	2016/07/11 15:24:05,	1,
	201607111523526661,	JCODE,	FSP,	PMT,	,	0.0000,	0,	Frame Storage Position,	END-REPAIR,	,	,	,	S6496,	2016/07/11 15:24:11,	1,
	201805240909004736,	JCODE,	CCC,	PMT,	,	0.0,	0,	Change Clean Cloth,	BGN-SETUP,	,	,	,	13898,	2018/05/24 09:09:36,	1,
	201805240909545527,	JCODE,	AL,	PMT,	,	0.0,	0,	Add Liquid,	BGN-SETUP,	,	,	,	13898,	2018/05/24 09:11:11,	1,
	201805240911577319,	JCODE,	CPR,	PMT,	,	0.0,	0,	Change parameter,	BGN-SETUP,	,	,	,	13898,	2018/05/24 09:12:18,	1,
	201805240914429788,	JCODE,	PP1,	PMT,	,	0.0,	0,	PICK & PLACE 1,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:15:07,	1,
	201805240915240437,	JCODE,	TPV,	PMT,	,	0.0,	0,	Taping Vacuum,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:15:43,	1,
	201805240915530818,	JCODE,	TPA,	PMT,	,	0.0,	0,	Taping Arm,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:16:13,	1,
	201805240916391553,	JCODE,	PP2,	PMT,	,	0.0,	0,	PICK & PLACE 2,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:17:00,	1,
	201805240917192159,	JCODE,	DTC,	PMT,	,	0.0,	0,	De-taping carrier,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:17:35,	1,
	201805240917482534,	JCODE,	DTV,	PMT,	,	0.0,	0,	De-taping vacuum,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:18:05,	1,
	201805240918413263,	JCODE,	DTA,	PMT,	,	0.0,	0,	De-taping Arm,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:19:00,	1,
	201805240919113600,	JCODE,	DTB,	PMT,	,	0.0,	0,	De-taping Box,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:19:30,	1,
	201805240919404050,	JCODE,	PP3,	PMT,	,	0.0,	0,	PICK & PLACE 3,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:19:56,	1,
	201805240920114529,	JCODE,	CLC,	PMT,	,	0.0,	0,	Clean carrier,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:20:30,	1,
	201805240920415012,	JCODE,	CLV,	PMT,	,	0.0,	0,	Clean carrier vacuum,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:20:58,	1,
	201805240921105372,	JCODE,	CLM,	PMT,	,	0.0,	0,	Clean mechanics,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:21:33,	1,
	201805240921455901,	JCODE,	CLL,	PMT,	,	0.0,	0,	Clean Liquid,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:22:02,	1,
	201805240922116228,	JCODE,	PP4,	PMT,	,	0.0,	0,	PICK & PLACE 4,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:22:28,	1,
	201805240922366649,	JCODE,	PP5,	PMT,	,	0.0,	0,	PICK & PLACE 5,	END-REPAIR,	,	,	,	13898,	2018/05/24 09:22:52,	1,
	201810080919206885,	JCODE,	AP,	PMT,	,	0.0,	0,	Annual(年保),	BGN-PM,	,	,	,	13898,	2018/10/08 09:20:32,	1,
	200812021354347842,	JCODE,	CCD,	POT,	0.0000,	0.0000,	0.0000,	CCD PROBLEM,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:34,	3,
	200812021354367905,	JCODE,	CM1,	POT,	0.0000,	3.0000,	0.0000,	(W;SW)KIT EXCHANGE FOR MISUZU+SM,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:36,	3,
	200812021354367906,	JCODE,	CM2,	POT,	0.0000,	5.0000,	0.0000,	(35;48;70)KIT EXCHANGE FOR MISUZU +SM,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:36,	3,
	200812021354367909,	JCODE,	CMF,	POT,	0.0000,	10.0000,	0.0000,	(TCP;COF)KIT EXCHANGE FOR MISUZU +COT +SM,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:36,	3,
	200812021354367912,	JCODE,	CMM,	POT,	0.0000,	3.0000,	0.0000,	(SINGLE;MULTI)HEAD EXCHANGE FOR MISUZU +SM,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:36,	3,
	200812021354367923,	JCODE,	COT,	POT,	0.0000,	5.0000,	0.0000,	CHANGE CURE-OVEN TEMP,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:36,	3,
	200812021354377974,	JCODE,	CT1,	POT,	0.0000,	5.0000,	0.0000,	(W;SW)KIT EXCHANGE FOR TAKAYA +ST,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:37,	3,
	200812021354377977,	JCODE,	CT2,	POT,	0.0000,	8.0000,	0.0000,	(35;48;70)KIT EXCHANGE FOR TAKAYA +ST,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:37,	3,
	200812021354387987,	JCODE,	CTD,	POT,	0.0000,	2.0000,	0.0000,	(SINGLE;DUAL)HEAD EXCHANGE FOR TAKAYA +ST,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:38,	3,
	200812021354388004,	JCODE,	CUR,	POT,	0.0000,	0.0000,	0.0000,	OVEN TEMP ABNORMAL,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:38,	3,
	200812021354388016,	JCODE,	CYL,	POT,	0.0000,	0.0000,	0.0000,	CYLINDER,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:38,	3,
	200812021354478378,	JCODE,	MAT,	POT,	0.0000,	0.0000,	0.0000,	MATERIAL(PRODUCT;RESIN;LEAD TAPE),	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:47,	3,
	200812021354478399,	JCODE,	MEC,	POT,	0.0000,	0.0000,	0.0000,	MACHENICAL STRUCTURE,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:47,	3,
	200812021354488429,	JCODE,	MP,	POT,	0.0000,	3.0000,	0.0000,	Monthly PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:48,	3,
	200812021354498468,	JCODE,	NOL,	POT,	0.0000,	0.0000,	0.0000,	NOZZLE PROBLEM,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:49,	3,
	200812021354508502,	JCODE,	OP,	POT,	0.0000,	0.0000,	0.0000,	Operator,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:50,	3,
	200812021354518538,	JCODE,	PAR,	POT,	0.0000,	0.0000,	0.0000,	PARAMETER,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:51,	3,
	200812021354528587,	JCODE,	POT,	POT,	0.0000,	0.0000,	0.0000,	POT STATUS ABNORMAL,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:52,	3,
	200812021354528588,	JCODE,	POW,	POT,	0.0000,	0.0000,	0.0000,	Power supply system,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:52,	3,
	200812021354528614,	JCODE,	PS,	POT,	0.0000,	1.0000,	0.0000,	生產前改機(PRODUCTION SETUP),	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:52,	3,
	200812021354548671,	JCODE,	QP,	POT,	0.0000,	5.0000,	0.0000,	QUARTERLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:54,	3,
	200812021354558727,	JCODE,	RGP,	POT,	0.0000,	0.0000,	0.0000,	Rail&Gear Position,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:55,	3,
	200812021354578814,	JCODE,	SEN,	POT,	0.0000,	0.0000,	0.0000,	SENSOR,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:57,	3,
	200812021354578826,	JCODE,	SM,	POT,	0.0000,	1.5000,	0.0000,	CHANGE VACUUM JIG FOR MISUZU,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:57,	3,
	200812021354588846,	JCODE,	SP,	POT,	0.0000,	8.0000,	0.0000,	Semi-year,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:58,	3,
	200812021354598867,	JCODE,	ST,	POT,	0.0000,	1.0000,	0.0000,	CHANGE CLAMP FOR TAKAYA,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:59,	3,
	200812021354598873,	JCODE,	STC,	POT,	0.0000,	0.3000,	0.0000,	每日機台點檢(START UP CHECK),	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:59,	3,
	200812021354598885,	JCODE,	SYS,	POT,	0.0000,	0.0000,	0.0000,	M/C system,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:59,	3,
	200812021355008919,	JCODE,	TEN,	POT,	0.0000,	0.0000,	0.0000,	TENSION ABNORMAL,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:55:00,	3,
	200812021354307675,	JCODE,	AIR,	POT,	0.0000,	0.0000,	0.0000,	Air System,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:30,	3,
	200812021354317693,	JCODE,	AP,	POT,	0.0000,	24.0000,	0.0000,	ANNUALLY PM,	BGN-PM,	,	,	,	Loader,	2008/12/02 13:54:31,	3,
	200812021354317700,	JCODE,	APS,	POT,	0.0000,	0.3000,	0.0000,	調整塗膠狀況(ADJ POT STATUS),	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:54:31,	3,
	200812021354327755,	JCODE,	BLT,	POT,	0.0000,	0.0000,	0.0000,	Motor belt,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:32,	3,
	200812021355069116,	JCODE,	VSR,	POT,	0.0000,	0.0000,	0.0000,	Vender service,	BGN-SETUP,	,	,	,	Loader,	2008/12/02 13:55:06,	3,
	200812021354347816,	JCODE,	CA,	PP,	0.0000,	0.0000,	0.0000,	Compress Air,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:34,	3,
	200812021354357870,	JCODE,	CF,	PP,	0.0000,	0.0000,	0.0000,	Circuit Fail,	END-REPAIR,	,	,	,	Loader,	2008/12/02 13:54:35,	3,
